TF gene,PBM filename,TF tested in PBM,AA identity,More info,OLS CV accuracy
"DMRT1","Homo_sapiens|M00895_1.94d|Zoo_01|6759","DMRT1",100,"Direct",0.550132
"DMRT2","Homo_sapiens|M00898_1.94d|Zoo_01|6677","DMRT2",100,"Direct",0.331553
"DMRT2","Drosophila_melanogaster|M00904_1.94d|Zoo_01|6704","dmrt99B",85,"Inferred - dmrt99B (85% AA Identity, Drosophila melanogaster)",-1.596992
"DMRT2","Xenopus_tropicalis|M00903_1.94d|Zoo_01|6876","dmrta2",82,"Inferred - dmrta2 (82% AA Identity, Xenopus tropicalis)",-0.00547
"DMRT3","Homo_sapiens|M00894_1.94d|Zoo_01|6491","DMRT3",100,"Direct",0.313695
"DMRT3","Homo_sapiens|M00897_1.94d|Zoo_01|6843","DMRTA2",85,"Inferred - DMRTA2 (85% AA Identity, Homo sapiens)",0.586688
"DMRT3","Xenopus_tropicalis|M00903_1.94d|Zoo_01|6876","dmrta2",85,"Inferred - dmrta2 (85% AA Identity, Xenopus tropicalis)",-0.00547
"DMRT3","Drosophila_melanogaster|M00904_1.94d|Zoo_01|6704","dmrt99B",82,"Inferred - dmrt99B (82% AA Identity, Drosophila melanogaster)",-1.596992
"DMRTA2","Homo_sapiens|M00897_1.94d|Zoo_01|6843","DMRTA2",100,"Direct",0.586688
"DMRTA2","Xenopus_tropicalis|M00903_1.94d|Zoo_01|6876","dmrta2",97,"Inferred - dmrta2 (97% AA Identity, Xenopus tropicalis)",-0.00547
"DMRTA2","Drosophila_melanogaster|M00904_1.94d|Zoo_01|6704","dmrt99B",95,"Inferred - dmrt99B (95% AA Identity, Drosophila melanogaster)",-1.596992
"DMRTA2","Caenorhabditis_elegans|M00912_1.94d|CEPD|10140","dmd-5",91,"Inferred - dmd-5 (91% AA Identity, Caenorhabditis elegans)",0.341065
"DMRTA2","Homo_sapiens|M00894_1.94d|Zoo_01|6491","DMRT3",85,"Inferred - DMRT3 (85% AA Identity, Homo sapiens)",0.313695
"DMRTA2","Homo_sapiens|M00898_1.94d|Zoo_01|6677","DMRT2",82,"Inferred - DMRT2 (82% AA Identity, Homo sapiens)",0.331553
"DMRTC2","Cavia_porcellus|M00893_1.94d|Zoo_01|6774","DMRTC2",97,"Inferred - DMRTC2 (97% AA Identity, Cavia porcellus)",0.509545
"DMRTC2","Tursiops_truncatus|M00902_1.94d|Zoo_01|6838","DMRTC2",93,"Inferred - DMRTC2 (93% AA Identity, Tursiops truncatus)",0.724561
"DMRTC2","Monodelphis_domestica|M00899_1.94d|Zoo_01|6762","ENSMODG00000010059",89,"Inferred - ENSMODG00000010059 (89% AA Identity, Monodelphis domestica)",0.604041
"DNMT1","Homo_sapiens|M00879_1.94d|Zoo_01|3723","DNMT1",100,"Direct",0.527146
"DRGX","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",80,"Inferred - Arx (80% AA Identity, Mus musculus)",0.733336
"DRGX","Homo_sapiens|M01217_1.94d|Barrera2016|ARX_REF_R1","ARX",80,"Inferred - ARX (80% AA Identity, Homo sapiens)",0.790399
"DRGX","Mus_musculus|M01416_1.94d|Berger08|Alx4_1744.1","Alx4",78,"Inferred - Alx4 (78% AA Identity, Mus musculus)",0.537571
"DRGX","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",68,"Inferred - uncx4.1 (68% AA Identity, Tetraodon nigroviridis)",0.528431
"DRGX","Homo_sapiens|M01245_1.94d|Barrera2016|VSX2_REF_R1","VSX2",68,"Inferred - VSX2 (68% AA Identity, Homo sapiens)",0.863523
"DRGX","Mus_musculus|M01388_1.94d|Berger08|Vsx1_1728.1","Vsx1",66,"Inferred - Vsx1 (66% AA Identity, Mus musculus)",0.622551
"E2F1","Homo_sapiens|NA|Shen2018|E2F1","E2F1",100,"Direct",0.284528
"E2F1","Mus_musculus|M00957_1.94d|Badis09|E2F2_1022.4=v1","E2f2",80,"Inferred - E2f2 (80% AA Identity, Mus musculus)",0.516517
"E2F1","Ornithorhynchus_anatinus|M00958_1.94d|Zoo_01|6833","ENSOANG00000014967",80,"Inferred - ENSOANG00000014967 (80% AA Identity, Ornithorhynchus anatinus)",0.496424
"E2F1","Anolis_carolinensis|M00954_1.94d|Zoo_01|6524","E2F2",78,"Inferred - E2F2 (78% AA Identity, Anolis carolinensis)",0.388537
"E2F1","Mus_musculus|M00956_1.94d|Badis09|E2F3_3752.1=v2","E2f3",76,"Inferred - E2f3 (76% AA Identity, Mus musculus)",0.627222
"E2F2","Homo_sapiens|M00955_1.94d|Zoo_01|6498","E2F2",100,"Direct",0.108279
"E2F2","Mus_musculus|M00957_1.94d|Badis09|E2F2_1022.4=v1","E2f2",98,"Inferred - E2f2 (98% AA Identity, Mus musculus)",0.516517
"E2F2","Tupaia_belangeri|M00959_1.94d|Zoo_01|6973","E2F2",96,"Inferred - E2F2 (96% AA Identity, Tupaia belangeri)",0.317881
"E2F2","Anolis_carolinensis|M00954_1.94d|Zoo_01|6524","E2F2",92,"Inferred - E2F2 (92% AA Identity, Anolis carolinensis)",0.388537
"E2F2","Physcomitrella_patens|M00965_1.94d|Zoo_01|1843","e_gw1.38.2.1",73,"Inferred - e_gw1.38.2.1 (73% AA Identity, Physcomitrella patens)",0.362755
"E2F3","Homo_sapiens|NA|Shen2018|E2F3","E2F3",100,"Direct",0.501768
"E2F3","Mus_musculus|M00956_1.94d|Badis09|E2F3_3752.1=v2","E2f3",100,"Inferred - E2f3 (100% AA Identity, Mus musculus)",0.627222
"E2F3","Taeniopygia_guttata|M00960_1.94d|Zoo_01|6801","E2F3",96,"Inferred - E2F3 (96% AA Identity, Taeniopygia guttata)",0.253118
"E2F3","Physcomitrella_patens|M00965_1.94d|Zoo_01|1843","e_gw1.38.2.1",75,"Inferred - e_gw1.38.2.1 (75% AA Identity, Physcomitrella patens)",0.362755
"E2F3","Mus_musculus|M00957_1.94d|Badis09|E2F2_1022.4=v1","E2f2",69,"Inferred - E2f2 (69% AA Identity, Mus musculus)",0.516517
"E2F3","Anolis_carolinensis|M00954_1.94d|Zoo_01|6524","E2F2",67,"Inferred - E2F2 (67% AA Identity, Anolis carolinensis)",0.388537
"E2F4","Homo_sapiens|NA|Shen2018|E2F4","DIrect",100,"DIrect",0.733493
"E2F5","Homo_sapiens|NA|Shen2018|E2F4","E2F4",75,"Inferred - E2F4 (75% AA Identity, Homo sapiens)",0.733493
"EGR1","Homo_sapiens|NA|Unpublished|EGR1","DIrect",100,"DIrect",0.475757
"EGR1","Mus_musculus|M00613_1.94d|Zoo_01|951","Egr1",100,"Inferred - Egr1 (100% AA Identity, Mus musculus)",0.612645
"EGR1","Mus_musculus|M00614_1.94d|Berger06|Zif268","Egr1",100,"Inferred - Egr1 (100% AA Identity, Mus musculus)",0.100224
"EGR1","Mus_musculus|M00611_1.94d|DREAM_contest|667","Egr2",94,"Inferred - Egr2 (94% AA Identity, Mus musculus)",0.400238
"EGR1","Mus_musculus|M00609_1.94d|DREAM_contest|1440","Egr3",88,"Inferred - Egr3 (88% AA Identity, Mus musculus)",0.445174
"EGR1","Caenorhabditis_elegans|M00701_1.94d|CEPD|7901","egrh-1",87,"Inferred - egrh-1 (87% AA Identity, Caenorhabditis elegans)",0.267366
"EGR2","Homo_sapiens|M00559_1.94d|Barrera2016|EGR2_R359W_R1","EGR2",100,"Direct",0.484075
"EGR2","Mus_musculus|M00611_1.94d|DREAM_contest|667","Egr2",100,"Inferred - Egr2 (100% AA Identity, Mus musculus)",0.400238
"EGR2","Homo_sapiens|M00558_1.94d|Barrera2016|EGR2_E412K_R1","EGR2",100,"Direct",0.552101
"EGR2","Mus_musculus|M00609_1.94d|DREAM_contest|1440","Egr3",90,"Inferred - Egr3 (90% AA Identity, Mus musculus)",0.445174
"EGR2","Caenorhabditis_elegans|M00701_1.94d|CEPD|7901","egrh-1",87,"Inferred - egrh-1 (87% AA Identity, Caenorhabditis elegans)",0.267366
"EGR3","Mus_musculus|M00609_1.94d|DREAM_contest|1440","Egr3",100,"Inferred - Egr3 (100% AA Identity, Mus musculus)",0.445174
"EGR3","Homo_sapiens|M00561_1.94d|Barrera2016|EGR2_REF_R1","EGR2",90,"Inferred - EGR2 (90% AA Identity, Homo sapiens)",0.616413
"EGR3","Mus_musculus|M00611_1.94d|DREAM_contest|667","Egr2",90,"Inferred - Egr2 (90% AA Identity, Mus musculus)",0.400238
"EGR3","Caenorhabditis_elegans|M00701_1.94d|CEPD|7901","egrh-1",81,"Inferred - egrh-1 (81% AA Identity, Caenorhabditis elegans)",0.267366
"EGR4","Homo_sapiens|NA|Unpublished|EGR1","EGR1",81,"Inferred - EGR1 (81% AA Identity, Homo sapiens)",0.475757
"EGR4","Mus_musculus|M00614_1.94d|Berger06|Zif268","Egr1",81,"Inferred - Egr1 (81% AA Identity, Mus musculus)",0.100224
"EGR4","Mus_musculus|M00613_1.94d|Zoo_01|951","Egr1",81,"Inferred - Egr1 (81% AA Identity, Mus musculus)",0.612645
"EGR4","Mus_musculus|M00609_1.94d|DREAM_contest|1440","Egr3",77,"Inferred - Egr3 (77% AA Identity, Mus musculus)",0.445174
"EGR4","Mus_musculus|M00611_1.94d|DREAM_contest|667","Egr2",77,"Inferred - Egr2 (77% AA Identity, Mus musculus)",0.400238
"EGR4","Caenorhabditis_elegans|M00701_1.94d|CEPD|7901","egrh-1",76,"Inferred - egrh-1 (76% AA Identity, Caenorhabditis elegans)",0.267366
"EHF","Mus_musculus|M00985_1.94d|Badis09|Ehf_3056.2=v1","Ehf",97,"Inferred - Ehf (97% AA Identity, Mus musculus)",0.597222
"EHF","Mus_musculus|M00986_1.94d|Wei10|Ehf","Ehf",97,"Inferred - Ehf (97% AA Identity, Mus musculus)",0.610453
"EHF","Mus_musculus|M00975_1.94d|Badis09|Elf3_3876.1=v2","Elf3",84,"Inferred - Elf3 (84% AA Identity, Mus musculus)",0.205969
"EHF","Mus_musculus|M00993_1.94d|Wei10|Elf5","Elf5",67,"Inferred - Elf5 (67% AA Identity, Mus musculus)",0.613129
"ELF1","Mus_musculus|M00997_1.94d|Wei10|Elf2","Elf2",95,"Inferred - Elf2 (95% AA Identity, Mus musculus)",0.426172
"ELF1","Mus_musculus|M00995_1.94d|Wei10|Elf4","Elf4",95,"Inferred - Elf4 (95% AA Identity, Mus musculus)",0.34585
"ELF2","Mus_musculus|M00997_1.94d|Wei10|Elf2","Elf2",100,"Inferred - Elf2 (100% AA Identity, Mus musculus)",0.426172
"ELF2","Mus_musculus|M00995_1.94d|Wei10|Elf4","Elf4",95,"Inferred - Elf4 (95% AA Identity, Mus musculus)",0.34585
"ELF3","Mus_musculus|M00975_1.94d|Badis09|Elf3_3876.1=v2","Elf3",100,"Inferred - Elf3 (100% AA Identity, Mus musculus)",0.205969
"ELF3","Mus_musculus|M00976_1.94d|Wei10|Elf3","Elf3",100,"Inferred - Elf3 (100% AA Identity, Mus musculus)",0.535914
"ELF3","Mus_musculus|M00985_1.94d|Badis09|Ehf_3056.2=v1","Ehf",82,"Inferred - Ehf (82% AA Identity, Mus musculus)",0.597222
"ELF3","Mus_musculus|M00993_1.94d|Wei10|Elf5","Elf5",65,"Inferred - Elf5 (65% AA Identity, Mus musculus)",0.613129
"ELF4","Mus_musculus|M00995_1.94d|Wei10|Elf4","Elf4",100,"Inferred - Elf4 (100% AA Identity, Mus musculus)",0.34585
"ELF4","Mus_musculus|M00997_1.94d|Wei10|Elf2","Elf2",95,"Inferred - Elf2 (95% AA Identity, Mus musculus)",0.426172
"ELF5","Mus_musculus|M00993_1.94d|Wei10|Elf5","Elf5",100,"Inferred - Elf5 (100% AA Identity, Mus musculus)",0.613129
"ELF5","Mus_musculus|M00986_1.94d|Wei10|Ehf","Ehf",69,"Inferred - Ehf (69% AA Identity, Mus musculus)",0.610453
"ELF5","Mus_musculus|M00985_1.94d|Badis09|Ehf_3056.2=v1","Ehf",69,"Inferred - Ehf (69% AA Identity, Mus musculus)",0.597222
"ELF5","Mus_musculus|M00975_1.94d|Badis09|Elf3_3876.1=v2","Elf3",65,"Inferred - Elf3 (65% AA Identity, Mus musculus)",0.205969
"ELK1","Homo_sapiens|NA|Shen2018|ELK1","ELK1",100,"Direct",0.387715
"ELK1","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",100,"Inferred - Elk1 (100% AA Identity, Mus musculus)",0.628419
"ELK1","Mus_musculus|M00981_1.94d|Wei10|Elk3","Elk3",81,"Inferred - Elk3 (81% AA Identity, Mus musculus)",0.738109
"ELK1","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",59,"Inferred - Etv1 (59% AA Identity, Mus musculus)",0.665253
"ELK1","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",59,"Inferred - Etv1 (59% AA Identity, Mus musculus)",0.515228
"ELK3","Mus_musculus|M00981_1.94d|Wei10|Elk3","Elk3",98,"Inferred - Elk3 (98% AA Identity, Mus musculus)",0.738109
"ELK3","Tetraodon_nigroviridis|M00999_1.94d|Zoo_01|2773","elk4",83,"Inferred - elk4 (83% AA Identity, Tetraodon nigroviridis)",0.209116
"ELK3","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",82,"Inferred - Elk1 (82% AA Identity, Mus musculus)",0.628419
"ELK3","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",56,"Inferred - Etv1 (56% AA Identity, Mus musculus)",0.515228
"ELK3","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",56,"Inferred - Etv1 (56% AA Identity, Mus musculus)",0.665253
"ELK4","Mus_musculus|M00992_1.94d|Wei10|Elk4","Elk4",95,"Inferred - Elk4 (95% AA Identity, Mus musculus)",0.67544
"ELK4","Tetraodon_nigroviridis|M00999_1.94d|Zoo_01|2773","elk4",82,"Inferred - elk4 (82% AA Identity, Tetraodon nigroviridis)",0.209116
"ELK4","Mus_musculus|M00981_1.94d|Wei10|Elk3","Elk3",81,"Inferred - Elk3 (81% AA Identity, Mus musculus)",0.738109
"ELK4","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",79,"Inferred - Elk1 (79% AA Identity, Mus musculus)",0.628419
"ELK4","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",60,"Inferred - Etv1 (60% AA Identity, Mus musculus)",0.515228
"ELK4","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",60,"Inferred - Etv1 (60% AA Identity, Mus musculus)",0.665253
"EMX1","Homo_sapiens|M01259_1.94d|Zoo_01|1859","EMX1",100,"Direct",0.617853
"EMX1","Mus_musculus|M01424_1.94d|Berger08|Emx2_3420.1","Emx2",92,"Inferred - Emx2 (92% AA Identity, Mus musculus)",0.620908
"EMX1","Drosophila_melanogaster|M01485_1.94d|Zoo_01|1842","ems",84,"Inferred - ems (84% AA Identity, Drosophila melanogaster)",0.622595
"EMX2","Mus_musculus|M01424_1.94d|Berger08|Emx2_3420.1","Emx2",100,"Inferred - Emx2 (100% AA Identity, Mus musculus)",0.620908
"EMX2","Homo_sapiens|M01259_1.94d|Zoo_01|1859","EMX1",92,"Inferred - EMX1 (92% AA Identity, Homo sapiens)",0.617853
"EMX2","Drosophila_melanogaster|M01485_1.94d|Zoo_01|1842","ems",84,"Inferred - ems (84% AA Identity, Drosophila melanogaster)",0.622595
"EN1","Mus_musculus|M01450_1.94d|Berger08|En1_3123.2","En1",100,"Inferred - En1 (100% AA Identity, Mus musculus)",0.480722
"EN1","Mus_musculus|M01413_1.94d|Berger08|En2_0952.1","En2",94,"Inferred - En2 (94% AA Identity, Mus musculus)",0.702303
"EN2","Mus_musculus|M01413_1.94d|Berger08|En2_0952.1","En2",100,"Inferred - En2 (100% AA Identity, Mus musculus)",0.702303
"EN2","Mus_musculus|M01450_1.94d|Berger08|En1_3123.2","En1",94,"Inferred - En1 (94% AA Identity, Mus musculus)",0.480722
"EOMES","Mus_musculus|M02212_1.94d|Badis09|Eomes_0921.4=v2","Eomes",99,"Inferred - Eomes (99% AA Identity, Mus musculus)",0.512869
"EOMES","Mus_musculus|M02213_1.94d|SebePedros2013|6150","Tbr1",85,"Inferred - Tbr1 (85% AA Identity, Mus musculus)",0.358099
"ERF","Mus_musculus|M01002_1.94d|Wei10|Gm4881","XP_911724.4",96,"Inferred - XP_911724.4 (96% AA Identity, Mus musculus)",0.374286
"ERF","Mus_musculus|M00977_1.94d|Wei10|Etv3","Etv3",91,"Inferred - Etv3 (91% AA Identity, Mus musculus)",0.461824
"ERF","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",58,"Inferred - Ets1 (58% AA Identity, Mus musculus)",0.502929
"ERF","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",54,"Inferred - Elk1 (54% AA Identity, Mus musculus)",0.628419
"ERF","Mus_musculus|M00998_1.94d|Wei10|Erg","Erg",53,"Inferred - Erg (53% AA Identity, Mus musculus)",0.696429
"ERG","Mus_musculus|M00998_1.94d|Wei10|Erg","Erg",98,"Inferred - Erg (98% AA Identity, Mus musculus)",0.696429
"ERG","Mus_musculus|M00988_1.94d|Wei10|Fli1","Fli1",97,"Inferred - Fli1 (97% AA Identity, Mus musculus)",0.709651
"ERG","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",64,"Inferred - Ets1 (64% AA Identity, Mus musculus)",0.502929
"ERG","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",58,"Inferred - Etv1 (58% AA Identity, Mus musculus)",0.515228
"ERG","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",58,"Inferred - Etv1 (58% AA Identity, Mus musculus)",0.665253
"ERG","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",54,"Inferred - Elk1 (54% AA Identity, Mus musculus)",0.628419
"ESR1","Mus_musculus|M02000_1.94d|DREAM_contest|1457","Esr1",100,"Inferred - Esr1 (100% AA Identity, Mus musculus)",0.20362
"ESR1","Aplysia_californica|M02059_1.94d|Zoo_01|2246","Q6VU64_APLCA",81,"Inferred - Q6VU64_APLCA (81% AA Identity, Aplysia californica)",0.195676
"ESR2","Mus_musculus|M02000_1.94d|DREAM_contest|1457","Esr1",92,"Inferred - Esr1 (92% AA Identity, Mus musculus)",0.20362
"ESR2","Aplysia_californica|M02059_1.94d|Zoo_01|2246","Q6VU64_APLCA",84,"Inferred - Q6VU64_APLCA (84% AA Identity, Aplysia californica)",0.195676
"ESRRA","Mus_musculus|M02004_1.94d|Badis09|Esrra_2190.2=v2","Esrra",100,"Inferred - Esrra (100% AA Identity, Mus musculus)",0.522061
"ESRRA","Mus_musculus|M02006_1.94d|DREAM_contest|1463","Esrrg",91,"Inferred - Esrrg (91% AA Identity, Mus musculus)",0.437107
"ESRRB","Mus_musculus|M02006_1.94d|DREAM_contest|1463","Esrrg",100,"Inferred - Esrrg (100% AA Identity, Mus musculus)",0.437107
"ESRRB","Mus_musculus|M02004_1.94d|Badis09|Esrra_2190.2=v2","Esrra",91,"Inferred - Esrra (91% AA Identity, Mus musculus)",0.522061
"ESRRG","Mus_musculus|M02006_1.94d|DREAM_contest|1463","Esrrg",100,"Inferred - Esrrg (100% AA Identity, Mus musculus)",0.437107
"ESRRG","Mus_musculus|M02004_1.94d|Badis09|Esrra_2190.2=v2","Esrra",91,"Inferred - Esrra (91% AA Identity, Mus musculus)",0.522061
"ESX1","Homo_sapiens|M01250_1.94d|Barrera2016|ESX1_REF_R1","ESX1",100,"Direct",0.783189
"ESX1","Homo_sapiens|M01249_1.94d|Barrera2016|ESX1_K193R_R1","ESX1",100,"Direct",0.725838
"ESX1","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",68,"Inferred - uncx4.1 (68% AA Identity, Tetraodon nigroviridis)",0.528431
"ESX1","Mus_musculus|M01388_1.94d|Berger08|Vsx1_1728.1","Vsx1",66,"Inferred - Vsx1 (66% AA Identity, Mus musculus)",0.622551
"ESX1","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",66,"Inferred - Arx (66% AA Identity, Mus musculus)",0.733336
"ETS1","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",100,"Inferred - Ets1 (100% AA Identity, Mus musculus)",0.502929
"ETS1","Homo_sapiens|NA|Shen2018|ETS1","ETS1",100,"Direct",0.552539
"ETS1","Mus_musculus|M00982_1.94d|Badis09|Gabpa_2829.2=v2","Gabpa",68,"Inferred - Gabpa (68% AA Identity, Mus musculus)",0.434691
"ETS1","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",65,"Inferred - Etv1 (65% AA Identity, Mus musculus)",0.515228
"ETS1","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",65,"Inferred - Etv1 (65% AA Identity, Mus musculus)",0.665253
"ETS1","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",63,"Inferred - Elk1 (63% AA Identity, Mus musculus)",0.628419
"ETS2","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",96,"Inferred - Ets1 (96% AA Identity, Mus musculus)",0.502929
"ETS2","Homo_sapiens|NA|Shen2018|ETS1","ETS1",90,"Inferred - ETS1 (90% AA Identity, Homo sapiens)",0.552539
"ETS2","Mus_musculus|M00982_1.94d|Badis09|Gabpa_2829.2=v2","Gabpa",67,"Inferred - Gabpa (67% AA Identity, Mus musculus)",0.434691
"ETS2","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",65,"Inferred - Etv1 (65% AA Identity, Mus musculus)",0.515228
"ETS2","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",65,"Inferred - Etv1 (65% AA Identity, Mus musculus)",0.665253
"ETS2","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",64,"Inferred - Elk1 (64% AA Identity, Mus musculus)",0.628419
"ETV1","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",100,"Inferred - Etv1 (100% AA Identity, Mus musculus)",0.665253
"ETV1","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",100,"Inferred - Etv1 (100% AA Identity, Mus musculus)",0.515228
"ETV1","Mus_musculus|M00987_1.94d|Wei10|Etv5","Etv5",96,"Inferred - Etv5 (96% AA Identity, Mus musculus)",0.690109
"ETV1","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",59,"Inferred - Elk1 (59% AA Identity, Mus musculus)",0.628419
"ETV2","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",60,"Inferred - Ets1 (60% AA Identity, Mus musculus)",0.502929
"ETV2","Mus_musculus|M00983_1.94d|Wei10|Gabpa","Gabpa",53,"Inferred - Gabpa (53% AA Identity, Mus musculus)",0.293658
"ETV2","Mus_musculus|M00982_1.94d|Badis09|Gabpa_2829.2=v2","Gabpa",53,"Inferred - Gabpa (53% AA Identity, Mus musculus)",0.434691
"ETV3","Mus_musculus|M00977_1.94d|Wei10|Etv3","Etv3",100,"Inferred - Etv3 (100% AA Identity, Mus musculus)",0.461824
"ETV3","Mus_musculus|M01002_1.94d|Wei10|Gm4881","XP_911724.4",91,"Inferred - XP_911724.4 (91% AA Identity, Mus musculus)",0.374286
"ETV3","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",56,"Inferred - Ets1 (56% AA Identity, Mus musculus)",0.502929
"ETV3","Mus_musculus|M00998_1.94d|Wei10|Erg","Erg",53,"Inferred - Erg (53% AA Identity, Mus musculus)",0.696429
"ETV3","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",53,"Inferred - Elk1 (53% AA Identity, Mus musculus)",0.628419
"ETV3L","Mus_musculus|M00977_1.94d|Wei10|Etv3","Etv3",100,"Inferred - Etv3 (100% AA Identity, Mus musculus)",0.461824
"ETV3L","Mus_musculus|M01002_1.94d|Wei10|Gm4881","XP_911724.4",91,"Inferred - XP_911724.4 (91% AA Identity, Mus musculus)",0.374286
"ETV3L","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",56,"Inferred - Ets1 (56% AA Identity, Mus musculus)",0.502929
"ETV3L","Mus_musculus|M00998_1.94d|Wei10|Erg","Erg",53,"Inferred - Erg (53% AA Identity, Mus musculus)",0.696429
"ETV3L","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",53,"Inferred - Elk1 (53% AA Identity, Mus musculus)",0.628419
"ETV4","Mus_musculus|M00989_1.94d|Wei10|Etv4","Etv4",100,"Inferred - Etv4 (100% AA Identity, Mus musculus)",0.681094
"ETV4","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",96,"Inferred - Etv1 (96% AA Identity, Mus musculus)",0.665253
"ETV4","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",96,"Inferred - Etv1 (96% AA Identity, Mus musculus)",0.515228
"ETV4","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",60,"Inferred - Elk1 (60% AA Identity, Mus musculus)",0.628419
"ETV5","Mus_musculus|M00987_1.94d|Wei10|Etv5","Etv5",100,"Inferred - Etv5 (100% AA Identity, Mus musculus)",0.690109
"ETV5","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",96,"Inferred - Etv1 (96% AA Identity, Mus musculus)",0.515228
"ETV5","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",96,"Inferred - Etv1 (96% AA Identity, Mus musculus)",0.665253
"ETV5","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",59,"Inferred - Elk1 (59% AA Identity, Mus musculus)",0.628419
"ETV6","Mus_musculus|M00994_1.94d|Wei10|Etv6","Etv6",100,"Inferred - Etv6 (100% AA Identity, Mus musculus)",0.528668
"ETV7","Mus_musculus|M00994_1.94d|Wei10|Etv6","Etv6",82,"Inferred - Etv6 (82% AA Identity, Mus musculus)",0.528668
"EVX1","Mus_musculus|M01318_1.94d|Berger08|Evx2_2645.3","Evx2",100,"Inferred - Evx2 (100% AA Identity, Mus musculus)",0.602965
"EVX1","Mus_musculus|M01320_1.94d|Berger08|Evx1_3952.2","Evx1",100,"Inferred - Evx1 (100% AA Identity, Mus musculus)",0.753424
"EVX1","Drosophila_melanogaster|M01487_1.94d|Zoo_01|3110","eve",89,"Inferred - eve (89% AA Identity, Drosophila melanogaster)",0.63616
"EVX1","Caenorhabditis_elegans|M01570_1.94d|Zoo_01|2588","vab-7",79,"Inferred - vab-7 (79% AA Identity, Caenorhabditis elegans)",0.467015
"EVX1","Sarsia_sp._Long_Island_Sound|M01621_1.94d|Zoo_01|2759","Q9BJW6_9CNID",70,"Inferred - Q9BJW6_9CNID (70% AA Identity, Sarsia sp. Long Island Sound)",0.687369
"EVX2","Mus_musculus|M01320_1.94d|Berger08|Evx1_3952.2","Evx1",100,"Inferred - Evx1 (100% AA Identity, Mus musculus)",0.753424
"EVX2","Mus_musculus|M01318_1.94d|Berger08|Evx2_2645.3","Evx2",100,"Inferred - Evx2 (100% AA Identity, Mus musculus)",0.602965
"EVX2","Drosophila_melanogaster|M01487_1.94d|Zoo_01|3110","eve",89,"Inferred - eve (89% AA Identity, Drosophila melanogaster)",0.63616
"EVX2","Caenorhabditis_elegans|M01570_1.94d|Zoo_01|2588","vab-7",79,"Inferred - vab-7 (79% AA Identity, Caenorhabditis elegans)",0.467015
"EVX2","Sarsia_sp._Long_Island_Sound|M01621_1.94d|Zoo_01|2759","Q9BJW6_9CNID",70,"Inferred - Q9BJW6_9CNID (70% AA Identity, Sarsia sp. Long Island Sound)",0.687369
"FERD3L","Mus_musculus|M00272_1.94d|Zoo_01|1349","Atoh1",50,"Inferred - Atoh1 (50% AA Identity, Mus musculus)",0.201119
"FEV","Mus_musculus|M00988_1.94d|Wei10|Fli1","Fli1",88,"Inferred - Fli1 (88% AA Identity, Mus musculus)",0.709651
